Office of Field Operations - Innovation and Strategy Directorate - Data Analysis and Reporting,,,,,,,,,,,,,,
"OFO Inadmissible Case By Case  April 1, 2025 to April 30, 2025",,,,,,,,,,,,,,
Event Created Datetime,Field Office Name,Citizenship Country Name,Age at Event Creation Time,UAC Indicator (Derived),FMUA Indicator (Derived),Cred Fear Indicator (Derived),Marital Status Name,Gender,Entry Status,Event Reason,Disposition Name,I216 Custody Transfer To (Agency),Custody Date/Time Out (Latest),Event Subject Count
04/01/2025 15:04:53,SEATTLE,CANADA,51,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/02/2025 00:41:00,1
04/01/2025 15:09:25,SAN FRANCISCO,CANADA,64,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WD IN LIEU OF ER,RETURN TO FOREIGN,04/02/2025 01:17:00,1
04/01/2025 15:12:56,NEW YORK,UNITED KINGDOM,37,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/01/2025 18:47:00,1
04/01/2025 15:13:40,SEATTLE,AUSTRALIA,4,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 15:31:00,1
04/01/2025 15:15:48,PRECLEARANCE,THAILAND,52,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WITHDRAWAL (WD),,,1
04/01/2025 15:17:00,LAREDO,MEXICO,41,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 18:16:00,1
04/01/2025 15:18:15,TUCSON,MEXICO,34,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/01/2025 16:45:00,1
04/01/2025 15:22:22,SEATTLE,MEXICO,53,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/02/2025 01:50:00,1
04/01/2025 15:25:02,LOS ANGELES,CHILE,21,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/02/2025 00:03:00,1
04/01/2025 15:32:40,ATLANTA,POLAND,22,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/01/2025 20:30:00,1
04/01/2025 15:34:13,DETROIT,CANADA,31,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 16:45:00,1
04/01/2025 15:34:37,DETROIT,CHINA,41,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:18:00,1
04/01/2025 15:36:58,EL PASO,MEXICO,31,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 21:45:00,1
04/01/2025 15:36:59,EL PASO,MEXICO,5,,YES,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 22:05:00,1
04/01/2025 15:37:00,EL PASO,MEXICO,1,,YES,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 21:45:00,1
04/01/2025 15:37:01,EL PASO,CANADA,28,,YES,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 21:45:00,1
04/01/2025 15:38:30,DETROIT,CANADA,32,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 16:15:00,1
04/01/2025 15:42:49,ATLANTA,MEXICO,52,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:34:00,1
04/01/2025 15:47:05,LAREDO,MEXICO,47,,NO,NO,SEPARATED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:41:00,1
04/01/2025 15:48:19,TAMPA,SAUDI ARABIA,31,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/01/2025 12:03:00,1
04/01/2025 15:48:21,SEATTLE,CANADA,42,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/01/2025 16:59:00,1
04/01/2025 15:49:07,LOS ANGELES,SOUTH KOREA,30,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/02/2025 02:09:00,1
04/01/2025 15:57:05,HOUSTON,JAPAN,26,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,HUMAN TRAFFICKING (ASO),VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/02/2025 10:50:00,1
04/01/2025 15:59:20,BUFFALO,UNITED KINGDOM,63,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 16:45:00,1
04/01/2025 16:10:11,SAN DIEGO,MEXICO,25,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 23:05:00,1
04/01/2025 16:16:36,DETROIT,CANADA,44,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:09:00,1
04/01/2025 16:19:11,BUFFALO,CANADA,36,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/01/2025 20:55:00,1
04/01/2025 16:21:47,CHICAGO,IRAN,35,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/02/2025 15:55:00,1
04/01/2025 16:22:18,SEATTLE,CANADA,45,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/01/2025 17:36:00,1
04/01/2025 16:23:20,BUFFALO,PAKISTAN,42,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:18:00,1
04/01/2025 16:23:21,BUFFALO,PAKISTAN,6,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:40:00,1
04/01/2025 16:23:22,BUFFALO,PAKISTAN,8,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:34:00,1
04/01/2025 16:23:22,BUFFALO,PAKISTAN,40,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:26:00,1
04/01/2025 16:24:57,BUFFALO,INDIA,29,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:46:00,1
04/01/2025 16:25:01,BALTIMORE,CHINA,28,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 22:15:00,1
04/01/2025 16:25:21,PRECLEARANCE,CANADA,36,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/01/2025 16:26:35,TUCSON,MEXICO,32,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:08:00,1
04/01/2025 16:26:58,TAMPA,COLOMBIA,38,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/02/2025 17:00:00,1
04/01/2025 16:27:47,BOSTON,CZECH REPUBLIC,20,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/01/2025 18:34:00,1
04/01/2025 16:28:56,SAN DIEGO,INDONESIA,30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW REMOVAL NOT IN CUSTODY - DESERTER (DSR),,04/01/2025 16:26:00,1
04/01/2025 16:29:27,SAN JUAN,LITHUANIA,52,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 16:29:27,SAN JUAN,UKRAINE,22,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 16:29:27,SAN JUAN,UKRAINE,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 16:29:27,SAN JUAN,UKRAINE,43,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 16:29:27,SAN JUAN,UKRAINE,52,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 16:29:37,BOSTON,VIETNAM,37,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,NOTICE TO APPEAR (NTA),ICE-ERO,04/02/2025 20:40:00,1
04/01/2025 16:31:34,SAN DIEGO,MEXICO,57,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:15:00,1
04/01/2025 16:38:42,PRECLEARANCE,CANADA,70,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/01/2025 16:46:24,MIAMI,UNITED KINGDOM,26,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/03/2025 15:55:00,1
04/01/2025 16:49:24,DETROIT,UKRAINE,29,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 20:20:00,1
04/01/2025 16:56:35,BUFFALO,CANADA,70,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/01/2025 17:16:00,1
04/01/2025 16:59:19,TUCSON,MEXICO,41,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/01/2025 17:09:00,1
04/01/2025 17:02:35,SEATTLE,INDIA,38,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:57:00,1
04/01/2025 17:02:36,SEATTLE,INDIA,36,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:55:00,1
04/01/2025 17:02:37,SEATTLE,INDIA,24,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 17:54:00,1
04/01/2025 17:03:58,ATLANTA,JAMAICA,28,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 18:46:00,1
04/01/2025 17:10:48,LAREDO,MEXICO,64,,NO,NO,DIVORCED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:05:00,1
04/01/2025 17:13:04,PRECLEARANCE,CANADA,59,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/01/2025 17:21:40,LAREDO,MEXICO,47,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/01/2025 18:01:00,1
04/01/2025 17:23:29,ATLANTA,PHILIPPINES,24,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:23:29,ATLANTA,PHILIPPINES,31,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:23:29,ATLANTA,PHILIPPINES,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:23:29,ATLANTA,PHILIPPINES,38,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:28:24,BOSTON,PORTUGAL,34,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/01/2025 18:24:00,1
04/01/2025 17:33:47,NEW YORK,IRELAND,67,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/02/2025 17:35:00,1
04/01/2025 17:34:03,SEATTLE,CHINA,42,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:57:00,1
04/01/2025 17:34:04,SEATTLE,CHINA,5,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:56:00,1
04/01/2025 17:34:04,SEATTLE,CHINA,40,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:56:00,1
04/01/2025 17:34:05,SEATTLE,CHINA,1,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:57:00,1
04/01/2025 17:37:48,BUFFALO,CANADA,31,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 20:18:00,1
04/01/2025 17:40:51,DETROIT,GUINEA,26,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:20:00,1
04/01/2025 17:43:26,HOUSTON,PERU,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/01/2025 17:43:26,HOUSTON,PERU,29,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,31,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/01/2025 17:43:26,HOUSTON,PERU,35,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,38,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/01/2025 17:43:26,HOUSTON,PERU,39,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,45,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,57,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:43:26,HOUSTON,PERU,67,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/01/2025 17:48:22,SEATTLE,CANADA,36,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:49:00,1
04/01/2025 17:55:33,TUCSON,MEXICO,27,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/01/2025 18:50:00,1
04/01/2025 17:57:31,BOSTON,GERMANY,43,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:25:00,1
04/01/2025 17:59:34,LOS ANGELES,CHINA,20,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/02/2025 03:06:00,1
04/01/2025 18:00:09,EL PASO,MEXICO,55,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 19:46:00,1
04/01/2025 18:01:17,SAN DIEGO,MEXICO,29,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/01/2025 19:19:00,1
04/01/2025 18:01:35,BUFFALO,CHILE,37,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:20:00,1
04/01/2025 18:07:30,LAREDO,MEXICO,19,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:30:00,1
04/01/2025 18:10:48,SAN DIEGO,MEXICO,52,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 21:15:00,1
04/01/2025 18:14:14,SEATTLE,AFGHANISTAN,27,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:51:00,1
04/01/2025 18:18:53,DETROIT,CANADA,23,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 20:00:00,1
04/01/2025 18:21:08,ATLANTA,MEXICO,32,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/02/2025 08:05:00,1
04/01/2025 18:22:03,NEW YORK,ESTONIA,51,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/02/2025 17:29:00,1
04/01/2025 18:23:03,HOUSTON,GUATEMALA,47,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/02/2025 10:44:00,1
04/01/2025 18:25:12,SEATTLE,HONDURAS,47,,NO,NO,SINGLE,M - MALE,PRESENT WITHOUT ADMISSION OR PAROLE,ADMINISTRATIVE CRIMINAL ALIEN,REINSTATEMENT OF DEPORT ORDER I-871,ICE-ERO,04/12/2025 13:00:00,1
04/01/2025 18:31:08,BOSTON,JAMAICA,38,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 20:03:00,1
04/01/2025 18:35:20,BUFFALO,CANADA,61,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 19:20:00,1
04/01/2025 18:37:58,SAN FRANCISCO,COLOMBIA,26,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/02/2025 05:15:00,1
04/01/2025 18:42:24,SAN DIEGO,MEXICO,28,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/01/2025 18:55:00,1
04/01/2025 18:42:52,SAN DIEGO,MEXICO,39,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/01/2025 19:15:00,1
04/01/2025 18:44:05,EL PASO,MEXICO,54,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/01/2025 21:32:00,1
04/01/2025 18:50:56,NEW YORK,UNITED KINGDOM,18,,NO,YES,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP)-REFUSAL LIMITED REVIEW,ICE-ERO,04/02/2025 02:00:00,1
